app_id,status,review_score,review_score_desc,total_positive,total_negative,total_reviews
5050,True,0,No user reviews,0,0,0
5051,True,0,No user reviews,0,0,0
5052,True,0,No user reviews,0,0,0
5053,True,0,No user reviews,0,0,0
5054,True,0,No user reviews,0,0,0
5055,True,0,No user reviews,0,0,0
5056,True,0,No user reviews,0,0,0
5057,True,0,No user reviews,0,0,0
5058,True,0,No user reviews,0,0,0
5059,True,0,No user reviews,0,0,0
5060,True,0,No user reviews,0,0,0
5061,True,0,No user reviews,0,0,0
5062,True,0,No user reviews,0,0,0
5063,True,0,No user reviews,0,0,0
5064,True,0,No user reviews,0,0,0
5066,True,0,No user reviews,0,0,0
5067,True,0,No user reviews,0,0,0
5068,True,0,No user reviews,0,0,0
5069,True,0,No user reviews,0,0,0
5070,True,0,No user reviews,0,0,0
5071,True,0,No user reviews,0,0,0
5072,True,0,No user reviews,0,0,0
5073,True,0,No user reviews,0,0,0
5074,True,0,No user reviews,0,0,0
5075,True,0,No user reviews,0,0,0
5076,True,0,No user reviews,0,0,0
5077,True,0,No user reviews,0,0,0
5078,True,0,No user reviews,0,0,0
5079,True,0,No user reviews,0,0,0
5080,True,0,No user reviews,0,0,0
5081,True,0,No user reviews,0,0,0
5082,True,0,No user reviews,0,0,0
5083,True,0,No user reviews,0,0,0
5084,True,0,No user reviews,0,0,0
5085,True,0,No user reviews,0,0,0
5086,True,0,No user reviews,0,0,0
5087,True,0,No user reviews,0,0,0
5088,True,0,No user reviews,0,0,0
5089,True,0,No user reviews,0,0,0
5090,True,0,No user reviews,0,0,0
5091,True,0,No user reviews,0,0,0
5092,True,0,No user reviews,0,0,0
5093,True,0,No user reviews,0,0,0
5094,True,0,No user reviews,0,0,0
5095,True,0,No user reviews,0,0,0
5096,True,0,No user reviews,0,0,0
5097,True,0,No user reviews,0,0,0
5098,True,0,No user reviews,0,0,0
5099,True,0,No user reviews,0,0,0
5100,True,0,No user reviews,0,0,0
5101,True,0,No user reviews,0,0,0
5102,True,0,No user reviews,0,0,0
5103,True,0,No user reviews,0,0,0
5104,True,0,No user reviews,0,0,0
5105,True,0,No user reviews,0,0,0
5106,True,0,No user reviews,0,0,0
5107,True,0,No user reviews,0,0,0
5108,True,0,No user reviews,0,0,0
5109,True,0,No user reviews,0,0,0
5111,True,0,No user reviews,0,0,0
5112,True,0,No user reviews,0,0,0
5113,True,0,No user reviews,0,0,0
5114,True,0,No user reviews,0,0,0
5115,True,0,No user reviews,0,0,0
5116,True,0,No user reviews,0,0,0
5117,True,0,No user reviews,0,0,0
5118,True,0,No user reviews,0,0,0
5119,True,0,No user reviews,0,0,0
5120,True,0,No user reviews,0,0,0
5121,True,0,No user reviews,0,0,0
5122,True,0,No user reviews,0,0,0
5123,True,0,No user reviews,0,0,0
5124,True,0,No user reviews,0,0,0
5125,True,0,No user reviews,0,0,0
5126,True,0,No user reviews,0,0,0
5127,True,0,No user reviews,0,0,0
5128,True,0,No user reviews,0,0,0
5129,True,0,No user reviews,0,0,0
5130,True,0,No user reviews,0,0,0
5131,True,0,No user reviews,0,0,0
5132,True,0,No user reviews,0,0,0
5133,True,0,No user reviews,0,0,0
5134,True,0,No user reviews,0,0,0
5135,True,0,No user reviews,0,0,0
5136,True,0,No user reviews,0,0,0
5137,True,0,No user reviews,0,0,0
5138,True,0,No user reviews,0,0,0
5139,True,0,No user reviews,0,0,0
