app_id,num_users,total_hours
6920,925.0,744172.0
6980,1000.0,1298387.0
7000,972.0,877839.0
7010,202.0,79375.0
7020,166.0,101356.0
7060,11.0,2344.0
7110,1000.0,1215094.0
7200,638.0,11375784.0
7210,183.0,120687.0
7220,73.0,63200.0
7260,63.0,129081.0
7340,9.0,3444.0
7500,24.0,76749.0
7510,486.0,188473.0
7520,1000.0,2433840.0
7530,95.0,19968.0
7600,1000.0,7146645.0
7610,490.0,3640269.0
7620,558.0,5419927.0
7650,322.0,1155565.0
7660,397.0,1660208.0
7670,1000.0,1284393.0
7730,68.0,86712.0
7760,1000.0,3459261.0
7770,165.0,88268.0
7800,27.0,6649.0
7830,873.0,4321783.0
7840,30.0,16778.0
7850,96.0,52664.0
7860,335.0,240733.0
7870,8.0,8314.0
7880,1.0,1687.0
7910,1.0,3277.0
7940,1000.0,3207710.0
7980,2.0,688.0
7990,2.0,16275.0
8000,1000.0,1159162.0
8040,13.0,123512.0
8060,42.0,816689.0
8080,731.0,273830.0
8100,102.0,156192.0
8140,1000.0,945296.0
8160,27.0,4476.0
8170,1000.0,2308654.0
8190,900.0,2554552.0
8200,242.0,60328.0
8210,31.0,5556.0
8220,24.0,3765.0
8230,9.0,2031.0
8240,27.0,7126.0
8250,22.0,5152.0
8260,66.0,17400.0
8270,22.0,3431.0
8280,20.0,4375.0
8290,23.0,6758.0
8300,18.0,3841.0
8310,55.0,8577.0
8320,26.0,6589.0
8330,40.0,6283.0
8340,186.0,67709.0
8350,11.0,4265.0
8360,8.0,2743.0
8370,8.0,5055.0
8380,7.0,2577.0
8400,537.0,624963.0
8500,1000.0,95389066.0
8600,400.0,2648998.0
8660,23.0,131.0
8690,4.0,51.0
8790,95.0,139661.0
8800,1000.0,46127748.0
8840,3.0,464.0
8850,1000.0,1492990.0
8870,1000.0,1422273.0
8880,262.0,190697.0
8890,116.0,520591.0
8930,1000.0,31074366.0
8970,32.0,6206.0
8980,1000.0,5268723.0
8990,206.0,0.0
9000,205.0,127942.0
9010,1000.0,1615565.0
9030,136.0,55077.0
9040,196.0,101470.0
9050,1000.0,1458089.0
9060,211.0,95834.0
9070,295.0,155367.0
9160,277.0,201105.0
9180,750.0,238200.0
9200,1000.0,1753467.0
9310,460.0,584326.0
9340,299.0,1560649.0
9350,641.0,1934628.0
9400,5.0,235.0
9420,1000.0,9090824.0
9450,1000.0,8899600.0
9460,311.0,275701.0
9480,1000.0,2651213.0
9500,97.0,48844.0
9710,41.0,46825.0
9730,97.0,111150.0
9740,30.0,14535.0
9760,117.0,220136.0
9800,243.0,165354.0
9850,46.0,34335.0
9860,175.0,175323.0
9870,1000.0,781295.0
9880,144.0,5821039.0
9900,621.0,38866595.0
9908,30.0,0.0
9940,523.0,332615.0
9960,15.0,2744.0
9970,19.0,1215.0
9980,43.0,14580.0
9990,67.0,10979.0
10000,8.0,14582.0
10080,9.0,3206.0
10090,1000.0,4837854.0
10100,120.0,117295.0
10110,146.0,131313.0
10120,25.0,2260.0
10130,390.0,244867.0
10140,68.0,24423.0
10150,1000.0,1105078.0
10170,33.0,56131.0
10180,1000.0,1470634.0
10190,1000.0,12297046.0
10195,44.0,0.0
10196,34.0,0.0
10220,777.0,766391.0
10230,66.0,20551.0
10240,15.0,9776.0
10250,23.0,9666.0
10260,9.0,2516.0
10270,208.0,773924.0
10430,50.0,53935.0
10460,57.0,18486.0
10500,1000.0,14746246.0
10540,1.0,234395.0
10600,40.0,0.0
10604,40.0,0.0
10606,62.0,0.0
10607,55.0,0.0
10608,17.0,0.0
10650,5.0,520.0
10680,1000.0,1429399.0
10690,2.0,4.0
10695,21.0,0.0
10697,16.0,0.0
11020,52.0,78906.0
11040,99.0,87414.0
11050,69.0,46979.0
11060,1.0,14.0
11130,67.0,18041.0
11140,146.0,99071.0
11150,109.0,68887.0
11170,17.0,50040.0
11180,95.0,34621.0
11190,236.0,271832.0
11200,224.0,66888.0
11230,117.0,22817.0
11240,320.0,124156.0
11250,6.0,507.0
11260,81.0,563591.0
11280,417.0,194343.0
11330,274.0,124811.0
11340,226.0,93991.0
11360,207.0,42417.0
11370,126.0,50677.0
11390,377.0,189053.0
11420,153.0,68766.0
11440,28.0,25240.0
11450,1000.0,1373205.0
11480,152.0,547612.0
11500,2.0,5475.0
11550,15.0,7053.0
11560,39.0,33959.0
11590,169.0,82113.0
11610,27.0,327906.0
11900,42.0,39566.0
11920,12.0,15756.0
12100,1000.0,2306362.0
12110,1000.0,2218051.0
12120,1000.0,2706251.0
12130,751.0,1104889.0
12140,1000.0,970860.0
12150,1000.0,902889.0
12170,121.0,2241040.0
12180,89.0,20989.0
12190,3.0,18.0
12200,1000.0,1842015.0
12210,1000.0,3283132.0
12240,1000.0,2218051.0
12250,38.0,229714.0
12310,46.0,54584.0
12320,723.0,1779920.0
12330,249.0,420655.0
12340,45.0,32588.0
12360,868.0,1714708.0
12370,31.0,215573.0
12380,1.0,937.0
12390,65.0,32691.0
12420,30.0,13969.0
12430,65.0,20696.0
12440,23.0,5404.0
12450,16.0,9854.0
12460,73.0,54474.0
12470,159.0,732311.0
12480,73.0,52012.0
12500,472.0,1389129.0
12510,96.0,147076.0
12520,210.0,297700.0
12530,24.0,20877.0
12540,10.0,12263.0
12550,10.0,1147.0
12560,27.0,7027.0
12570,5.0,4189.0
12580,2.0,243.0
12590,32.0,229644.0
12600,21.0,2398.0
12630,7.0,2856.0
12640,150.0,533239.0
12650,2.0,61.0
12660,4.0,1310.0
12670,5.0,115.0
12690,101.0,138127.0
12710,510.0,1002375.0
12750,1000.0,1733983.0
12770,121.0,108140.0
12790,106.0,55387.0
12800,81.0,139869.0
12810,1000.0,1660700.0
12830,589.0,816894.0
12840,257.0,493204.0
12860,2.0,1735.0
12900,1000.0,5192804.0
13000,37.0,17264.0
13140,7.0,23581.0
13200,196.0,104909.0
13210,1000.0,3119062.0
13230,1000.0,6556621.0
13240,1000.0,2222512.0
13250,615.0,1411295.0
13500,494.0,499443.0
13510,80.0,46742.0
13520,1000.0,1934238.0
13530,323.0,341843.0
13540,340.0,298782.0
13560,837.0,964392.0
13570,1000.0,1468295.0
13580,552.0,410457.0
13600,743.0,499707.0
13620,37.0,26768.0
13630,40.0,12902.0
13640,60.0,63177.0
13700,12.0,5872.0
15000,124.0,59075.0
15060,2.0,657.0
15080,221.0,159753.0
15100,1000.0,1303192.0
15120,1000.0,1821756.0
15130,1000.0,1376897.0
15140,4.0,355.0
15150,45.0,63741.0
15160,50.0,74191.0
15170,667.0,3086076.0
15190,500.0,374556.0
15200,363.0,1871409.0
15210,778.0,4945618.0
15220,22.0,13530.0
15240,98.0,635408.0
15260,2.0,1846.0
15270,202.0,77247.0
15290,2.0,511.0
15300,526.0,1117388.0
15310,77.0,171133.0
15320,1000.0,5513221.0
15350,5.0,2239.0
15370,401.0,3731876.0
15380,54.0,135134.0
15390,644.0,546199.0
15400,78.0,116189.0
15500,375.0,127573.0
15520,508.0,150343.0
15522,4.0,0.0
15540,400.0,95952.0
15560,361.0,99591.0
15620,1000.0,2928759.0
15700,969.0,555834.0
15710,569.0,808371.0
15740,507.0,368552.0
15750,753.0,623222.0
15800,2.0,739.0
15900,16.0,256662.0
15910,8.0,10517.0
15920,12.0,3745.0
15930,23.0,26693.0
15940,2.0,63.0
15960,13.0,8429.0
15970,21.0,33036.0
15990,5.0,2076.0
16000,5.0,1919.0
16020,7.0,3117.0
16030,11.0,11998.0
16040,13.0,11186.0
16060,13.0,15373.0
16100,37.0,66025.0
16110,21.0,31169.0
16120,57.0,237498.0
16130,41.0,79516.0
16180,49.0,124723.0
16200,26.0,173669.0
16300,87.0,35130.0
16450,1000.0,838179.0
16465,67.0,0.0
16500,8.0,2538.0
16600,144.0,669959.0
16620,30.0,36404.0
16700,95.0,264606.0
16710,164.0,60999.0
16720,834.0,1610443.0
16730,943.0,281034.0
16810,403.0,4933863.0
16860,23.0,0.0
16861,22.0,0.0
16862,26.0,0.0
16863,18.0,0.0
16866,26.0,0.0
16867,35.0,6.0
16868,53.0,0.0
16870,176.0,0.0
16900,1000.0,1863159.0
17020,273.0,4510876.0
17080,41.0,158109.0
17095,11.0,4078.0
17097,15.0,0.0
17100,198.0,814313.0
17120,66.0,395793.0
17140,114.0,136625.0
17180,20.0,20264.0
17300,1000.0,1100748.0
17330,966.0,463258.0
17340,7.0,32995.0
17390,1000.0,3417390.0
17400,1.0,899.0
17410,1000.0,624189.0
17420,5.0,3878.0
17430,1000.0,1505206.0
17440,483.0,1287128.0
17450,1000.0,6058040.0
17460,1000.0,3414734.0
17470,1000.0,1045741.0
17480,1000.0,4449473.0
17500,26.0,291874.0
17510,14.0,22583.0
17520,39.0,75710.0
17530,1.0,11.0
17550,4.0,664.0
17570,53.0,357083.0
17580,1.0,39.0
17700,13.0,23228.0
17710,869.0,3786094.0
17730,1.0,40.0
17740,14.0,553232.0
18000,271.0,136457.0
18020,99.0,62593.0
18040,278.0,246767.0
18050,72.0,95441.0
18070,87.0,62253.0
18080,3.0,0.0
18110,239.0,227521.0
18120,120.0,70535.0
18300,219.0,91329.0
18400,61.0,76567.0
18407,4.0,0.0
18408,2.0,0.0
18420,39.0,18251.0
18450,2.0,590.0
18460,2.0,108.0
18470,28.0,26815.0
18480,20.0,10341.0
18490,45.0,31173.0
18500,1000.0,8980264.0
18508,4.0,0.0
18509,1.0,0.0
18520,2.0,0.0
18521,1.0,0.0
18522,22.0,0.0
18523,7.0,0.0
18600,10.0,18686.0
18700,169.0,46282.0
18820,168.0,102673.0
19000,425.0,280673.0
19020,13.0,9479.0
19030,68.0,25702.0
19080,7.0,395.0
19090,10.0,7953.0
19200,187.0,72906.0
19320,3.0,239.0
19500,42.0,2285.0
19680,1000.0,1302699.0
19800,267.0,232604.0
19810,21.0,19036.0
19830,700.0,1990173.0
19900,1000.0,1970019.0
19930,121.0,410634.0
19980,782.0,633899.0
20200,7.0,325.0
20500,1000.0,1907004.0
20510,1000.0,3073009.0
20530,979.0,728095.0
20540,599.0,5795741.0
20550,389.0,364133.0
20570,612.0,2039900.0
20590,14.0,1953178.0
20700,58.0,60844.0
20710,56.0,29620.0
20820,358.0,163149.0
20828,7.0,0.0
20840,10.0,19789.0
20900,1000.0,2948396.0
20902,1.0,0.0
20920,1000.0,2581029.0
21000,1000.0,1741696.0
21010,159.0,39652.0
21030,54.0,11083.0
21070,2.0,3370.0
21080,3.0,2293.0
21090,1000.0,1060129.0
21100,1000.0,805523.0
21110,109.0,70093.0
21120,64.0,57329.0
21130,1000.0,1847788.0
21140,2.0,9709.0
21170,148.0,197571.0
21200,3.0,0.0
21201,1.0,0.0
21204,1.0,0.0
21209,1.0,0.0
21210,1.0,0.0
21212,1.0,0.0
21213,1.0,0.0
21214,1.0,0.0
21215,1.0,0.0
21222,1.0,0.0
21300,21.0,10823.0
21400,3.0,186.0
21500,6.0,468.0
21600,145.0,37920.0
21610,2.0,738.0
21620,1.0,446.0
21640,59.0,12556.0
21660,269.0,1271377.0
21670,420.0,268072.0
21680,367.0,207669.0
21690,1000.0,2027227.0
21730,11.0,8930.0
21750,1.0,493.0
21760,391.0,521402.0
21780,262.0,324553.0
21800,302.0,606402.0
21900,107.0,229253.0
21910,344.0,1186363.0
21920,1.0,86.0
21950,1.0,1017.0
21970,862.0,9304275.0
21980,784.0,608647.0
21990,1.0,791.0
21995,5.0,0.0
21996,11.0,0.0
22000,1000.0,515123.0
22100,1000.0,5162620.0
22120,1000.0,502742.0
22130,187.0,4962554.0
22140,329.0,89123.0
22180,1000.0,535782.0
22200,1000.0,421589.0
22230,1000.0,439210.0
22300,1000.0,2117409.0
22310,461.0,103033.0
22320,1000.0,5097753.0
22330,1000.0,4638442.0
22340,500.0,385400.0
22361,6.0,0.0
22363,7.0,0.0
22364,7.0,0.0
22370,1000.0,2283046.0
22380,1000.0,5162642.0
22400,36.0,0.0
22410,67.0,0.0
22420,27.0,0.0
22430,34.0,0.0
22440,34.0,0.0
22450,375.0,299734.0
22470,324.0,2711.0
22490,879.0,7901748.0
22500,111.0,1088192.0
22510,1.0,0.0
22520,1.0,0.0
22521,1.0,0.0
22600,1000.0,5071845.0
22610,323.0,179959.0
22630,5.0,0.0
22631,6.0,0.0
22632,6.0,0.0
22633,5.0,0.0
22634,4.0,0.0
22650,110.0,60986.0
22670,107.0,41005.0
22803,1.0,0.0
22813,1.0,0.0
22815,1.0,0.0
22821,1.0,0.0
22845,1.0,0.0
23100,3.0,386.0
23120,82.0,36509.0
23130,3.0,1308.0
23140,15.0,7948.0
23150,10.0,1096.0
23200,56.0,9512.0
23300,41.0,24991.0
23310,1000.0,4910440.0
23380,111.0,129882.0
23390,9.0,15358.0
23400,101.0,161690.0
23420,122.0,407702.0
23450,276.0,809390.0
23460,69.0,40051.0
23490,366.0,488226.0
23500,204.0,159870.0
23510,4.0,446.0
23530,517.0,768728.0
23600,58.0,91011.0
23700,72.0,99113.0
24010,1000.0,21985419.0
24012,15.0,0.0
24021,51.0,0.0
24028,4.0,0.0
24029,12.0,0.0
24036,17.0,0.0
24055,11.0,0.0
24065,27.0,0.0
24070,4.0,0.0
24075,9.0,0.0
24081,1.0,0.0
24082,15.0,0.0
24083,56.0,0.0
24095,23.0,0.0
24096,26.0,0.0
24110,1.0,6271.0
24120,1.0,0.0
24150,3.0,0.0
24170,7.0,16235.0
24200,111.0,1519433.0
24220,2.0,627.0
24240,1000.0,3421358.0
24400,258.0,836721.0
24410,16.0,6332.0
24420,356.0,489872.0
24440,3.0,0.0
24441,2.0,0.0
24447,3.0,0.0
24449,5.0,0.0
24460,17.0,6482.0
24470,30.0,202366.0
24480,179.0,352563.0
24488,7.0,0.0
24500,36.0,25842.0
24600,1.0,100.0
24630,1.0,889.0
24640,8.0,1028.0
24650,16.0,27628.0
24660,11.0,71533.0
24670,495.0,10170110.0
24676,1.0,0.0
24677,1.0,0.0
24679,1.0,0.0
24700,1.0,1.0
24720,1000.0,12678416.0
24780,1000.0,8140582.0
24790,1000.0,4242416.0
24800,628.0,4094659.0
24810,893.0,10797019.0
24840,1000.0,1374070.0
24850,1.0,6725.0
24860,930.0,3709619.0
24870,658.0,1075381.0
24960,1000.0,6203865.0
24963,72.0,0.0
24980,1000.0,4289815.0
25000,1000.0,2365852.0
25010,161.0,145149.0
25500,77.0,100321.0
25600,87.0,201943.0
25620,45.0,142208.0
25700,129.0,193372.0
25758,1.0,0.0
25759,1.0,0.0
25800,776.0,10628682.0
25806,14.0,0.0
25808,16.0,0.0
25809,2.0,0.0
25810,2.0,0.0
25811,3.0,0.0
25812,5.0,0.0
25813,5.0,0.0
25814,3.0,0.0
25815,2.0,0.0
25816,2.0,0.0
25817,2.0,0.0
25830,742.0,2833723.0
25840,2.0,2671.0
25850,52.0,69256.0
25860,2.0,13641.0
25890,1000.0,12937047.0
25892,4.0,0.0
25896,4.0,0.0
25897,4.0,0.0
25898,2.0,0.0
25899,4.0,0.0
25900,572.0,2404850.0
25910,124.0,2773434.0
25920,3.0,1.0
25930,69.0,155806.0
25940,1.0,6.0
25960,2.0,0.0
25962,8.0,0.0
25980,374.0,1494615.0
25990,258.0,277646.0
26000,114.0,42268.0
26005,5.0,0.0
26006,2.0,0.0
26007,3.0,0.0
26300,31.0,2576.0
26500,187.0,95015.0
26800,1000.0,538878.0
26803,2.0,0.0
26900,101.0,37117.0
27000,410.0,164782.0
27020,188.0,1243018.0
27050,67.0,4160.0
27200,9.0,7766.0
27220,5.0,11243.0
27300,16.0,6321.0
27400,87.0,46699.0
27800,45.0,20417.0
27810,52.0,14509.0
27900,106.0,43004.0
27920,83.0,136709.0
27940,196.0,36061.0
28000,1000.0,484011.0
28010,7.0,8.0
28011,7.0,8.0
28012,7.0,8.0
28050,1000.0,2695449.0
28060,3.0,0.0
28061,4.0,0.0
29120,5.0,3604.0
29130,63.0,16933.0
29160,83.0,174081.0
29180,282.0,147872.0
29540,5.0,9500.0
29570,29.0,146475.0
29600,5.0,9500.0
29620,29.0,146475.0
29640,11.0,56113.0
29650,1.0,2335.0
29680,6.0,4770.0
29700,1.0,0.0
29720,155.0,2263279.0
29800,1000.0,397316.0
29900,152.0,113888.0
31100,9.0,2626.0
31110,2.0,642.0
31120,2.0,494.0
31130,2.0,657.0
31170,277.0,83266.0
31180,22.0,8634.0
31190,23.0,8128.0
31200,22.0,6179.0
31210,27.0,7210.0
31220,170.0,66521.0
31230,16.0,3838.0
31240,13.0,3583.0
31250,13.0,2830.0
31260,15.0,5432.0
31270,849.0,277781.0
31280,1000.0,852211.0
31290,775.0,200750.0
31300,21.0,4316.0
31410,208.0,113973.0
31420,3.0,0.0
31500,1.0,12.0
31700,180.0,206506.0
31800,36.0,30063.0
31810,101.0,51437.0
31820,63.0,30125.0
31830,110.0,86909.0
31840,73.0,40117.0
31850,75.0,32537.0
31860,54.0,32438.0
31870,22.0,7643.0
31880,67.0,41076.0
31890,54.0,32254.0
31900,43.0,21025.0
31910,59.0,43764.0
31920,50.0,57046.0
31930,64.0,56865.0
32000,13.0,234.0
32110,14.0,399051.0
32120,4.0,3032.0
32140,42.0,12093.0
32150,260.0,2799643.0
32160,73.0,75092.0
32200,67.0,212869.0
32310,111.0,223034.0
32330,412.0,562680.0
32340,277.0,206036.0
32350,267.0,98730.0
32360,1000.0,650857.0
32370,1000.0,3134287.0
32380,850.0,593068.0
32390,423.0,240150.0
32400,1000.0,592012.0
32410,27.0,27105.0
32420,296.0,129079.0
32430,1000.0,1328551.0
32440,1000.0,2450990.0
32450,196.0,267253.0
32460,821.0,524952.0
32469,821.0,524952.0
32470,1000.0,12641398.0
32500,1000.0,828465.0
32510,1000.0,2082690.0
32610,59.0,296370.0
32620,174.0,120083.0
32630,141.0,121020.0
32640,83.0,344252.0
32650,48.0,61005.0
32660,32.0,29658.0
32670,155.0,214117.0
32680,132.0,802700.0
32690,7.0,8005.0
32700,4.0,12070.0
32710,29.0,48690.0
32720,35.0,28029.0
32730,55.0,80250.0
32740,28.0,10833.0
32750,89.0,82057.0
32760,118.0,178710.0
32770,113.0,664473.0
32800,1000.0,1485849.0
32900,107.0,276795.0
33100,216.0,78351.0
33110,68.0,18887.0
33120,224.0,221393.0
33130,134.0,43146.0
33180,94.0,68713.0
33220,1000.0,1471819.0
33229,1000.0,1471819.0
33230,1000.0,2082497.0
33260,12.0,4437.0
33280,14.0,24103.0
33320,464.0,346627.0
33372,15.0,0.0
33390,13.0,3356.0
33420,120.0,66213.0
33460,1000.0,845793.0
33520,297.0,650617.0
33530,34.0,68788.0
33540,14.0,5902.0
33550,14.0,5902.0
33570,260.0,1505942.0
33580,66.0,49444.0
33600,226.0,120360.0
33610,188.0,130955.0
33620,139.0,185465.0
33650,190.0,265868.0
33660,17.0,25145.0
33670,138.0,433457.0
33680,703.0,195347.0
33710,5.0,1803.0
33720,11.0,9503.0
33730,54.0,33203.0
33740,3.0,925.0
33750,22.0,7107.0
33760,5.0,752.0
33770,115.0,247072.0
33780,14.0,24552.0
33790,9.0,3200.0
33900,1000.0,2157404.0
33910,115.0,184911.0
33930,1000.0,34176043.0
33934,65.0,0.0
33950,36.0,89346.0
33980,73.0,17872.0
33990,108.0,65087.0
34000,1.0,9637.0
34010,1000.0,1505524.0
34030,1000.0,10587223.0
34050,1.0,401.0
34174,21.0,0.0
34178,20.0,0.0
34179,34.0,0.0
34180,2.0,168.0
34190,504.0,447979.0
34220,32.0,1062882.0
34270,1000.0,1426493.0
34272,6.0,97.0
34273,4.0,19.0
34274,2.0,22.0
34275,3.0,21.0
34276,4.0,20.0
34277,2.0,35.0
34278,6.0,35.0
34279,3.0,51.0
34280,4.0,48.0
34281,3.0,21.0
34282,4.0,36.0
34283,2.0,19.0
34284,3.0,20.0
34285,3.0,19.0
34286,5.0,26.0
34287,3.0,22.0
34288,2.0,21.0
34289,5.0,21.0
34310,2.0,20.0
34311,2.0,24.0
34312,2.0,37.0
34313,5.0,55.0
34314,2.0,50.0
34315,2.0,21.0
34316,2.0,20.0
34317,3.0,19.0
34318,2.0,23.0
34319,2.0,22.0
34330,1000.0,19094596.0
34342,22.0,0.0
34343,38.0,0.0
34345,9.0,0.0
34348,15.0,0.0
34410,122.0,90872.0
34420,31.0,8101.0
34440,25.0,640472.0
34450,5.0,157805.0
34460,25.0,1074484.0
34500,22.0,50386.0
34600,119.0,180465.0
34630,9.0,8115.0
34640,16.0,152070.0
34650,3.0,37093.0
34670,1.0,364.0
34800,28.0,14229.0
34810,61.0,24069.0
34820,164.0,203663.0
34830,1000.0,936007.0
34841,12.0,0.0
34842,16.0,0.0
34860,2.0,3794.0
34870,1000.0,694245.0
34900,1000.0,5404091.0
34910,3.0,16499.0
34920,68.0,4666.0
35000,704.0,683758.0
35010,3.0,6715.0
35030,29.0,799819.0
35050,2.0,46.0
35070,73.0,22742.0
35080,40.0,0.0
35083,33.0,0.0
35089,18.0,0.0
35090,25.0,0.0
35091,40.0,0.0
35101,45.0,0.0
35102,38.0,0.0
35110,1.0,139.0
35130,1000.0,793167.0
35135,11.0,0.0
35136,10.0,0.0
35137,6.0,0.0
35138,6.0,0.0
35140,1000.0,1174953.0
35300,33.0,83444.0
35310,31.0,12238.0
35320,65.0,60134.0
35417,13.0,0.0
35419,16.0,0.0
35420,245.0,49071.0
35425,13.0,0.0
35429,4.0,5.0
35450,1000.0,12710438.0
35460,443.0,203580.0
35480,377.0,299866.0
35500,21.0,40815.0
35510,10.0,8510.0
35600,58.0,23225.0
35700,1000.0,635593.0
35720,1000.0,1270938.0
35725,10.0,0.0
35800,51.0,13316.0
36000,160.0,41165.0
36100,53.0,28670.0
36110,6.0,4353.0
36120,7.0,9140.0
36130,5.0,22538.0
36140,5.0,6735.0
36150,10.0,4703.0
36160,2.0,3275.0
36170,1.0,1917.0
36180,43.0,28944.0
36190,3.0,4854.0
36200,2.0,14175.0
36210,14.0,34030.0
36240,7.0,1550.0
36270,11.0,6771.0
36280,2.0,7147.0
36290,1.0,20870.0
36300,18.0,25841.0
36310,15.0,55836.0
