app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
1004960,0,4 user reviews,4,0,4
1004970,0,3 user reviews,1,2,3
1004980,0,4 user reviews,2,2,4
1004990,0,4 user reviews,2,2,4
1005000,0,3 user reviews,3,0,3
1005010,0,3 user reviews,2,1,3
1005020,0,2 user reviews,1,1,2
1005030,0,2 user reviews,1,1,2
1005050,0,7 user reviews,6,1,7
1005060,0,4 user reviews,4,0,4
1005130,6,Mostly Positive,10,4,14
1005300,9,Overwhelmingly Positive,990,44,1034
1005310,0,4 user reviews,4,0,4
1005410,8,Very Positive,55,2,57
1005420,0,3 user reviews,0,3,3
1005450,7,Positive,23,0,23
1005460,0,3 user reviews,2,1,3
1005520,0,2 user reviews,2,0,2
1005530,0,9 user reviews,2,7,9
1005541,0,1 user reviews,0,1,1
1005550,0,7 user reviews,5,2,7
1005580,4,Mostly Negative,14,25,39
1005630,0,9 user reviews,6,3,9
1005730,7,Positive,10,0,10
1005780,0,1 user reviews,0,1,1
1005790,5,Mixed,18,8,26
1005890,0,4 user reviews,4,0,4
1005900,0,6 user reviews,5,1,6
1005920,0,1 user reviews,1,0,1
1005930,8,Very Positive,47,7,54
1005950,0,2 user reviews,1,1,2
1005971,6,Mostly Positive,10,4,14
1005972,0,7 user reviews,5,2,7
1005990,0,8 user reviews,6,2,8
1006120,0,3 user reviews,3,0,3
1006140,0,7 user reviews,7,0,7
1006150,5,Mixed,8,5,13
1006160,0,5 user reviews,5,0,5
1006190,0,1 user reviews,1,0,1
1006220,8,Very Positive,50,0,50
1006250,7,Positive,19,1,20
1006270,7,Positive,12,1,13
1006280,0,1 user reviews,1,0,1
1006400,0,2 user reviews,2,0,2
1006430,0,3 user reviews,3,0,3
1006440,0,9 user reviews,7,2,9
1006450,0,4 user reviews,3,1,4
1006460,0,5 user reviews,5,0,5
1006470,0,1 user reviews,0,1,1
1006510,6,Mostly Positive,461,134,595
1006600,0,7 user reviews,5,2,7
1006700,5,Mixed,8,6,14
1006710,7,Positive,10,0,10
1006720,0,3 user reviews,3,0,3
1006760,0,3 user reviews,3,0,3
1006770,0,1 user reviews,0,1,1
1006800,0,1 user reviews,1,0,1
1006850,5,Mixed,6,4,10
1006900,0,5 user reviews,2,3,5
1006920,0,4 user reviews,3,1,4
1006930,6,Mostly Positive,21,6,27
1006971,0,1 user reviews,0,1,1
1006981,0,3 user reviews,3,0,3
1006982,0,1 user reviews,0,1,1
1007040,9,Overwhelmingly Positive,1962,86,2048
1007050,7,Positive,17,1,18
1007060,0,1 user reviews,1,0,1
1007070,0,3 user reviews,2,1,3
1007080,0,1 user reviews,0,1,1
1007140,0,5 user reviews,4,1,5
1007180,0,2 user reviews,2,0,2
1007200,0,2 user reviews,1,1,2
1007210,0,1 user reviews,1,0,1
1007230,0,1 user reviews,1,0,1
1007240,0,2 user reviews,0,2,2
1007250,0,3 user reviews,3,0,3
1007251,0,1 user reviews,1,0,1
1007280,0,4 user reviews,2,2,4
1007350,5,Mixed,21,10,31
1007390,0,4 user reviews,3,1,4
1007400,5,Mixed,29,37,66
1007430,0,4 user reviews,4,0,4
1007440,0,2 user reviews,1,1,2
1007490,0,3 user reviews,0,3,3
1007520,7,Positive,9,1,10
1007560,0,5 user reviews,2,3,5
1007580,7,Positive,11,0,11
1007630,8,Very Positive,48,2,50
1007730,0,7 user reviews,4,3,7
1007780,6,Mostly Positive,17,6,23
1007800,0,4 user reviews,4,0,4
1007810,0,7 user reviews,7,0,7
1007830,0,5 user reviews,4,1,5
1007840,6,Mostly Positive,30,8,38
1007880,0,2 user reviews,2,0,2
1007910,0,5 user reviews,4,1,5
1007930,0,1 user reviews,1,0,1
1007940,0,8 user reviews,6,2,8
1007970,0,5 user reviews,0,5,5
1007980,0,1 user reviews,1,0,1
1007990,0,3 user reviews,1,2,3
1008010,0,7 user reviews,7,0,7
1008020,8,Very Positive,248,32,280
1008060,0,2 user reviews,2,0,2
1008140,0,4 user reviews,2,2,4
1008160,0,1 user reviews,0,1,1
1008210,0,2 user reviews,2,0,2
1008250,0,1 user reviews,1,0,1
1008260,0,2 user reviews,1,1,2
1008280,0,3 user reviews,3,0,3
1008290,5,Mixed,7,5,12
1008300,0,1 user reviews,1,0,1
1008320,0,7 user reviews,4,3,7
1008370,0,1 user reviews,1,0,1
1008390,0,1 user reviews,0,1,1
1008410,0,4 user reviews,1,3,4
1008430,0,1 user reviews,1,0,1
1008450,0,1 user reviews,1,0,1
1008460,7,Positive,23,3,26
1008510,5,Mixed,32,17,49
1008520,6,Mostly Positive,18,6,24
1008610,0,2 user reviews,0,2,2
1008680,0,4 user reviews,4,0,4
1008700,0,7 user reviews,6,1,7
1008710,6,Mostly Positive,245,72,317
1008730,0,2 user reviews,2,0,2
1008740,0,7 user reviews,6,1,7
1008800,8,Very Positive,55,4,59
1008830,7,Positive,12,1,13
1008850,0,1 user reviews,0,1,1
1008870,0,9 user reviews,6,3,9
1008910,0,1 user reviews,1,0,1
1008920,6,Mostly Positive,43,14,57
1008970,0,1 user reviews,1,0,1
1009100,0,2 user reviews,1,1,2
1009140,0,1 user reviews,1,0,1
1009150,0,2 user reviews,0,2,2
1009180,0,9 user reviews,6,3,9
1009210,0,2 user reviews,2,0,2
1009230,0,1 user reviews,0,1,1
1009290,5,Mixed,757,352,1109
1009300,0,1 user reviews,1,0,1
1009330,0,3 user reviews,3,0,3
1009350,0,5 user reviews,4,1,5
1009370,0,1 user reviews,1,0,1
1009390,0,2 user reviews,2,0,2
1009400,0,1 user reviews,1,0,1
1009450,8,Very Positive,107,4,111
1009460,7,Positive,14,1,15
1009590,0,2 user reviews,2,0,2
1009700,7,Positive,15,1,16
1009750,8,Very Positive,73,1,74
1009780,0,2 user reviews,2,0,2
1009810,0,1 user reviews,1,0,1
1009820,8,Very Positive,140,34,174
1009821,8,Very Positive,241,50,291
1009900,0,1 user reviews,0,1,1
1009920,0,7 user reviews,6,1,7
1009940,0,3 user reviews,1,2,3
1009960,0,6 user reviews,6,0,6
1010000,0,1 user reviews,1,0,1
1010070,0,1 user reviews,1,0,1
1010100,8,Very Positive,59,2,61
1010110,0,2 user reviews,2,0,2
1010120,0,1 user reviews,0,1,1
1010130,7,Positive,18,4,22
1010131,7,Positive,15,3,18
1010132,0,9 user reviews,9,0,9
1010133,5,Mixed,7,4,11
1010134,7,Positive,24,4,28
1010135,5,Mixed,18,17,35
1010136,7,Positive,37,8,45
1010137,5,Mixed,14,7,21
1010138,6,Mostly Positive,9,3,12
1010139,7,Positive,39,6,45
1010150,0,2 user reviews,2,0,2
1010170,5,Mixed,29,14,43
1010190,0,1 user reviews,1,0,1
1010210,0,5 user reviews,5,0,5
1010220,7,Positive,26,2,28
1010230,7,Positive,18,1,19
1010240,8,Very Positive,69,2,71
1010260,0,8 user reviews,3,5,8
1010270,5,Mixed,80,45,125
1010290,0,2 user reviews,2,0,2
1010330,0,1 user reviews,1,0,1
1010350,0,1 user reviews,1,0,1
1010380,0,3 user reviews,1,2,3
1010410,0,5 user reviews,3,2,5
1010420,0,1 user reviews,1,0,1
1010450,5,Mixed,13,9,22
1010460,0,5 user reviews,0,5,5
1010490,0,5 user reviews,3,2,5
1010520,0,1 user reviews,0,1,1
1010540,0,5 user reviews,4,1,5
1010590,0,2 user reviews,0,2,2
1010600,6,Mostly Positive,34,9,43
1010650,0,6 user reviews,5,1,6
1010660,6,Mostly Positive,12,5,17
1010670,8,Very Positive,108,9,117
1010740,0,1 user reviews,0,1,1
1010750,8,Very Positive,1865,113,1978
1010780,7,Positive,21,0,21
1010820,7,Positive,46,0,46
1010821,7,Positive,19,0,19
1010830,7,Positive,18,1,19
1010840,0,5 user reviews,4,1,5
1010860,5,Mixed,39,30,69
1010870,0,2 user reviews,2,0,2
1010920,0,1 user reviews,1,0,1
1010930,0,3 user reviews,2,1,3
1010950,0,2 user reviews,2,0,2
1010970,7,Positive,29,3,32
1011030,5,Mixed,14,7,21
1011070,6,Mostly Positive,24,7,31
1011090,7,Positive,21,5,26
1011120,0,2 user reviews,2,0,2
1011130,8,Very Positive,44,8,52
1011140,0,2 user reviews,0,2,2
1011171,0,1 user reviews,1,0,1
1011172,0,1 user reviews,1,0,1
1011173,0,1 user reviews,0,1,1
1011174,0,3 user reviews,0,3,3
1011190,8,Very Positive,156,32,188
1011240,0,3 user reviews,3,0,3
1011260,0,2 user reviews,2,0,2
1011270,5,Mixed,19,11,30
1011280,0,8 user reviews,8,0,8
1011290,8,Very Positive,50,6,56
1011300,0,3 user reviews,3,0,3
1011370,0,1 user reviews,0,1,1
1011390,8,Very Positive,291,56,347
1011400,0,6 user reviews,5,1,6
1011420,5,Mixed,13,8,21
1011460,0,1 user reviews,1,0,1
1011470,0,8 user reviews,7,1,8
1011524,0,1 user reviews,1,0,1
1011550,5,Mixed,7,4,11
1011610,8,Very Positive,169,21,190
1011620,0,4 user reviews,4,0,4
1011630,6,Mostly Positive,11,4,15
1011700,7,Positive,27,2,29
1011740,0,1 user reviews,0,1,1
1011760,0,1 user reviews,0,1,1
1011830,7,Positive,39,5,44
1011870,0,1 user reviews,1,0,1
1011890,7,Positive,12,1,13
1011900,7,Positive,16,2,18
1011940,8,Very Positive,111,10,121
1011950,0,2 user reviews,2,0,2
1011990,7,Positive,32,0,32
1012010,0,1 user reviews,1,0,1
1012030,8,Very Positive,72,6,78
1012070,0,2 user reviews,1,1,2
1012080,0,3 user reviews,3,0,3
1012081,5,Mixed,4,6,10
1012100,0,8 user reviews,3,5,8
1012101,0,3 user reviews,1,2,3
1012102,7,Positive,22,1,23
1012160,0,2 user reviews,1,1,2
1012210,0,4 user reviews,1,3,4
1012220,0,7 user reviews,6,1,7
1012270,0,1 user reviews,1,0,1
1012280,0,2 user reviews,2,0,2
1012360,0,1 user reviews,1,0,1
1012370,0,3 user reviews,1,2,3
1012380,0,1 user reviews,0,1,1
1012400,0,1 user reviews,0,1,1
1012401,0,1 user reviews,1,0,1
1012402,0,4 user reviews,3,1,4
1012403,0,2 user reviews,2,0,2
1012404,0,1 user reviews,0,1,1
1012405,0,5 user reviews,5,0,5
1012410,7,Positive,26,5,31
1012430,0,1 user reviews,1,0,1
1012450,0,5 user reviews,5,0,5
1012460,5,Mixed,8,7,15
1012490,0,1 user reviews,1,0,1
1012530,0,3 user reviews,3,0,3
1012560,8,Very Positive,889,69,958
1012580,0,9 user reviews,6,3,9
1012610,8,Very Positive,233,57,290
1012630,8,Very Positive,113,3,116
1012670,0,1 user reviews,1,0,1
1012710,0,1 user reviews,0,1,1
1012720,0,3 user reviews,2,1,3
1012790,6,Mostly Positive,241,71,312
1012800,0,1 user reviews,1,0,1
1012810,0,1 user reviews,1,0,1
1012830,6,Mostly Positive,8,3,11
1012840,6,Mostly Positive,466,127,593
1012850,0,9 user reviews,9,0,9
1012880,8,Very Positive,791,70,861
1012900,5,Mixed,21,15,36
1012960,0,7 user reviews,6,1,7
1012970,6,Mostly Positive,19,5,24
1012980,7,Positive,16,4,20
1012990,7,Positive,9,1,10
1013000,0,1 user reviews,0,1,1
1013040,6,Mostly Positive,21,8,29
1013070,0,7 user reviews,4,3,7
1013090,0,2 user reviews,2,0,2
1013100,0,4 user reviews,4,0,4
1013120,0,3 user reviews,2,1,3
1013130,5,Mixed,7,6,13
1013180,7,Positive,42,3,45
1013190,7,Positive,12,0,12
1013230,0,1 user reviews,1,0,1
1013280,7,Positive,19,0,19
1013290,0,1 user reviews,1,0,1
1013300,5,Mixed,31,16,47
1013310,5,Mixed,33,18,51
1013350,0,3 user reviews,1,2,3
1013410,0,8 user reviews,1,7,8
1013450,0,4 user reviews,3,1,4
1013540,8,Very Positive,54,12,66
1013580,0,6 user reviews,5,1,6
1013600,0,6 user reviews,6,0,6
1013630,0,1 user reviews,1,0,1
1013650,7,Positive,42,2,44
1013670,0,2 user reviews,2,0,2
1013700,5,Mixed,7,5,12
1013710,5,Mixed,8,4,12
1013750,6,Mostly Positive,11,3,14
1013820,0,5 user reviews,4,1,5
1013870,7,Positive,42,4,46
1013890,0,2 user reviews,1,1,2
1013950,0,3 user reviews,3,0,3
1013960,7,Positive,10,2,12
1014010,5,Mixed,6,5,11
1014030,0,1 user reviews,0,1,1
1014040,5,Mixed,11,7,18
1014050,0,3 user reviews,1,2,3
1014100,6,Mostly Positive,11,4,15
1014110,5,Mixed,8,4,12
1014130,6,Mostly Positive,45,16,61
1014140,8,Very Positive,73,3,76
1014270,0,5 user reviews,5,0,5
1014280,7,Positive,31,2,33
1014290,0,2 user reviews,2,0,2
1014300,0,7 user reviews,6,1,7
1014310,0,1 user reviews,1,0,1
1014360,0,2 user reviews,2,0,2
1014420,7,Positive,9,1,10
1014450,0,1 user reviews,1,0,1
1014460,6,Mostly Positive,13,4,17
1014560,6,Mostly Positive,7,3,10
1014570,7,Positive,14,2,16
1014580,0,7 user reviews,7,0,7
1014590,0,9 user reviews,3,6,9
1014620,0,4 user reviews,3,1,4
1014660,0,1 user reviews,1,0,1
1014710,0,7 user reviews,5,2,7
1014730,6,Mostly Positive,61,26,87
1014750,0,3 user reviews,3,0,3
1014790,0,1 user reviews,1,0,1
1014810,5,Mixed,22,17,39
1014820,0,3 user reviews,2,1,3
1014840,0,1 user reviews,1,0,1
1014850,0,3 user reviews,3,0,3
1014890,0,5 user reviews,2,3,5
1014900,5,Mixed,6,5,11
1014990,0,6 user reviews,5,1,6
1015020,0,9 user reviews,7,2,9
1015030,7,Positive,43,5,48
1015050,7,Positive,12,1,13
1015080,7,Positive,16,4,20
1015090,5,Mixed,30,35,65
1015100,0,3 user reviews,2,1,3
1015110,0,3 user reviews,3,0,3
1015130,5,Mixed,36,17,53
1015140,6,Mostly Positive,163,44,207
1015160,8,Very Positive,250,12,262
1015180,0,1 user reviews,0,1,1
1015240,0,4 user reviews,2,2,4
1015250,0,1 user reviews,1,0,1
1015350,4,Mostly Negative,4,8,12
1015430,6,Mostly Positive,17,6,23
1015470,0,2 user reviews,0,2,2
1015480,6,Mostly Positive,24,9,33
1015500,4,Mostly Negative,330,584,914
1015530,0,3 user reviews,2,1,3
1015540,0,2 user reviews,0,2,2
1015550,0,1 user reviews,1,0,1
1015610,5,Mixed,60,33,93
1015660,7,Positive,17,3,20
1015710,4,Mostly Negative,5,10,15
1015720,7,Positive,44,5,49
1015730,7,Positive,32,7,39
1015750,0,8 user reviews,6,2,8
1015770,7,Positive,31,7,38
1015790,5,Mixed,16,9,25
1015800,5,Mixed,10,6,16
1015830,5,Mixed,13,18,31
1015880,6,Mostly Positive,20,7,27
1015900,0,6 user reviews,6,0,6
1015930,4,Mostly Negative,79,121,200
1015940,7,Positive,40,0,40
1015980,5,Mixed,7,4,11
1016010,0,4 user reviews,2,2,4
1016070,2,Very Negative,12,65,77
1016080,5,Mixed,13,14,27
1016100,0,1 user reviews,1,0,1
1016120,8,Very Positive,931,228,1159
1016130,0,3 user reviews,3,0,3
1016150,0,3 user reviews,0,3,3
1016250,5,Mixed,9,6,15
1016300,0,4 user reviews,4,0,4
1016330,0,2 user reviews,2,0,2
1016420,0,7 user reviews,5,2,7
1016430,0,8 user reviews,8,0,8
1016520,0,5 user reviews,5,0,5
1016600,8,Very Positive,95,11,106
1016610,0,4 user reviews,2,2,4
1016630,7,Positive,15,0,15
1016650,0,1 user reviews,1,0,1
1016660,0,5 user reviews,4,1,5
1016690,0,2 user reviews,1,1,2
1016710,3,Negative,2,11,13
1016720,5,Mixed,16,13,29
1016730,5,Mixed,138,65,203
1016740,0,2 user reviews,0,2,2
1016760,6,Mostly Positive,13,5,18
1016770,8,Very Positive,82,10,92
1016790,6,Mostly Positive,81,31,112
1016800,6,Mostly Positive,580,177,757
1016810,5,Mixed,14,12,26
1016840,5,Mixed,41,26,67
1016850,0,1 user reviews,1,0,1
1016860,8,Very Positive,61,14,75
1016920,8,Very Positive,1036,59,1095
1016930,5,Mixed,39,24,63
1016940,7,Positive,10,2,12
1016960,8,Very Positive,223,45,268
1016980,0,6 user reviews,4,2,6
1017030,8,Very Positive,55,7,62
1017060,5,Mixed,41,25,66
1017130,0,6 user reviews,5,1,6
1017180,8,Very Positive,895,128,1023
1017240,0,1 user reviews,1,0,1
1017270,0,1 user reviews,1,0,1
1017350,0,5 user reviews,3,2,5
1017410,0,1 user reviews,1,0,1
1017440,0,1 user reviews,1,0,1
1017510,7,Positive,16,1,17
1017520,7,Positive,34,7,41
1017560,0,8 user reviews,7,1,8
1017580,5,Mixed,7,4,11
1017600,0,1 user reviews,0,1,1
1017610,0,2 user reviews,2,0,2
1017620,0,2 user reviews,1,1,2
1017630,0,4 user reviews,4,0,4
1017670,0,9 user reviews,8,1,9
1017750,0,1 user reviews,0,1,1
1017780,6,Mostly Positive,23,9,32
1017810,0,2 user reviews,2,0,2
1017880,0,5 user reviews,3,2,5
1017900,6,Mostly Positive,1548,393,1941
1017910,0,4 user reviews,3,1,4
1017940,6,Mostly Positive,12,4,16
1018000,5,Mixed,21,15,36
1018010,8,Very Positive,221,50,271
1018020,6,Mostly Positive,80,22,102
1018040,5,Mixed,9,4,13
1018080,0,3 user reviews,2,1,3
1018090,0,4 user reviews,1,3,4
1018130,7,Positive,24,2,26
1018160,8,Very Positive,135,32,167
1018240,0,5 user reviews,5,0,5
1018270,5,Mixed,11,11,22
1018320,0,1 user reviews,1,0,1
1018420,0,7 user reviews,6,1,7
1018480,0,1 user reviews,1,0,1
1018530,8,Very Positive,58,8,66
1018560,0,2 user reviews,2,0,2
1018590,0,3 user reviews,2,1,3
1018610,0,7 user reviews,4,3,7
1018670,0,1 user reviews,1,0,1
1018680,7,Positive,38,9,47
1018720,0,3 user reviews,2,1,3
1018760,0,4 user reviews,4,0,4
1018761,0,6 user reviews,6,0,6
1018770,0,1 user reviews,0,1,1
1018800,8,Very Positive,279,18,297
1018810,0,1 user reviews,1,0,1
1018820,0,4 user reviews,2,2,4
1018830,8,Very Positive,113,8,121
1018850,9,Overwhelmingly Positive,649,4,653
1018860,0,2 user reviews,2,0,2
1018870,5,Mixed,12,8,20
1018880,7,Positive,25,1,26
1018900,0,2 user reviews,2,0,2
1018960,0,2 user reviews,0,2,2
1018990,7,Positive,15,0,15
1019020,0,2 user reviews,2,0,2
1019040,0,5 user reviews,3,2,5
1019060,0,2 user reviews,1,1,2
1019070,0,4 user reviews,4,0,4
1019080,0,1 user reviews,0,1,1
1019133,0,3 user reviews,2,1,3
1019170,0,1 user reviews,0,1,1
1019230,7,Positive,14,1,15
1019270,0,2 user reviews,2,0,2
1019310,8,Very Positive,222,47,269
1019360,0,1 user reviews,0,1,1
1019400,0,3 user reviews,3,0,3
1019420,8,Very Positive,59,12,71
1019450,5,Mixed,24,17,41
1019510,0,4 user reviews,1,3,4
1019511,0,4 user reviews,3,1,4
1019512,0,2 user reviews,0,2,2
1019513,0,2 user reviews,1,1,2
1019540,7,Positive,9,1,10
1019550,6,Mostly Positive,229,89,318
1019590,7,Positive,43,1,44
1019630,0,8 user reviews,5,3,8
1019640,0,1 user reviews,1,0,1
1019710,0,1 user reviews,0,1,1
1019730,0,2 user reviews,2,0,2
1019790,0,2 user reviews,1,1,2
1019820,0,2 user reviews,2,0,2
1019920,7,Positive,14,0,14
1019930,7,Positive,30,3,33
1019940,5,Mixed,79,36,115
1019960,0,1 user reviews,1,0,1
1019964,0,1 user reviews,1,0,1
1019965,0,1 user reviews,1,0,1
1019966,0,2 user reviews,0,2,2
1019984,0,1 user reviews,1,0,1
1019985,0,1 user reviews,1,0,1
1019989,0,1 user reviews,1,0,1
1019993,0,1 user reviews,1,0,1
1019994,0,1 user reviews,1,0,1
1020020,0,1 user reviews,1,0,1
1020030,6,Mostly Positive,30,11,41
1020040,0,1 user reviews,1,0,1
1020050,5,Mixed,11,5,16
1020090,0,7 user reviews,7,0,7
1020100,7,Positive,11,1,12
1020120,0,2 user reviews,2,0,2
1020210,6,Mostly Positive,11,4,15
1020250,0,2 user reviews,1,1,2
1020270,7,Positive,28,4,32
1020290,0,4 user reviews,3,1,4
1020330,0,2 user reviews,2,0,2
1020340,8,Very Positive,256,45,301
1020390,0,4 user reviews,3,1,4
1020440,0,2 user reviews,1,1,2
1020450,0,6 user reviews,6,0,6
1020470,8,Very Positive,207,47,254
1020480,0,2 user reviews,1,1,2
1020490,0,2 user reviews,2,0,2
1020540,5,Mixed,10,10,20
1020560,0,3 user reviews,2,1,3
1020590,7,Positive,34,0,34
1020600,0,9 user reviews,5,4,9
1020630,0,1 user reviews,1,0,1
1020631,0,1 user reviews,1,0,1
1020650,0,1 user reviews,1,0,1
1020660,4,Mostly Negative,3,10,13
1020730,8,Very Positive,132,13,145
1020800,5,Mixed,24,12,36
1020820,6,Mostly Positive,84,31,115
1020840,0,1 user reviews,1,0,1
1020940,7,Positive,34,0,34
1020980,0,1 user reviews,0,1,1
1021060,0,1 user reviews,1,0,1
1021070,6,Mostly Positive,74,31,105
1021120,0,6 user reviews,2,4,6
1021130,0,3 user reviews,3,0,3
1021190,0,7 user reviews,5,2,7
1021280,7,Positive,25,0,25
1021370,0,3 user reviews,3,0,3
1021640,0,3 user reviews,3,0,3
1021670,0,2 user reviews,0,2,2
1021680,0,6 user reviews,5,1,6
1021690,0,3 user reviews,1,2,3
1021740,0,1 user reviews,0,1,1
1021770,8,Very Positive,64,2,66
1021780,3,Negative,1,23,24
1021790,5,Mixed,487,256,743
1021800,0,2 user reviews,1,1,2
1021820,0,2 user reviews,2,0,2
1021860,0,4 user reviews,4,0,4
1021880,0,1 user reviews,1,0,1
1021900,0,1 user reviews,1,0,1
1022010,6,Mostly Positive,12,4,16
1022040,0,3 user reviews,1,2,3
1022120,0,1 user reviews,1,0,1
1022130,0,7 user reviews,6,1,7
1022160,0,1 user reviews,1,0,1
1022170,0,1 user reviews,0,1,1
1022230,5,Mixed,57,26,83
1022270,0,2 user reviews,2,0,2
1022280,0,2 user reviews,1,1,2
1022310,6,Mostly Positive,346,112,458
1022380,0,1 user reviews,0,1,1
1022392,0,1 user reviews,1,0,1
1022418,0,1 user reviews,1,0,1
1022424,0,1 user reviews,1,0,1
1022438,0,1 user reviews,1,0,1
1022443,0,1 user reviews,1,0,1
1022448,0,2 user reviews,2,0,2
1022449,0,1 user reviews,1,0,1
1022460,0,2 user reviews,2,0,2
1022468,0,1 user reviews,1,0,1
1022478,0,1 user reviews,1,0,1
1022480,7,Positive,24,5,29
1022497,0,1 user reviews,1,0,1
1022510,0,1 user reviews,1,0,1
1022530,0,2 user reviews,1,1,2
1022550,0,3 user reviews,3,0,3
1022570,0,5 user reviews,4,1,5
1022610,0,7 user reviews,7,0,7
1022640,0,1 user reviews,1,0,1
1022650,0,4 user reviews,3,1,4
1022700,0,5 user reviews,3,2,5
1022710,5,Mixed,47,23,70
1022770,0,6 user reviews,4,2,6
1022780,6,Mostly Positive,40,12,52
1022830,5,Mixed,8,9,17
1022850,8,Very Positive,94,4,98
1022870,7,Positive,14,0,14
1022910,0,5 user reviews,4,1,5
1022980,5,Mixed,135,70,205
1022990,7,Positive,11,1,12
1023010,0,1 user reviews,1,0,1
1023030,0,1 user reviews,1,0,1
1023060,0,2 user reviews,1,1,2
1023110,0,1 user reviews,1,0,1
1023130,0,1 user reviews,1,0,1
1023150,0,2 user reviews,2,0,2
1023160,0,1 user reviews,1,0,1
1023260,0,5 user reviews,4,1,5
1023310,0,1 user reviews,1,0,1
1023390,0,6 user reviews,3,3,6
1023410,0,2 user reviews,2,0,2
1023510,0,7 user reviews,3,4,7
1023550,7,Positive,27,0,27
1023560,0,2 user reviews,2,0,2
1023640,0,6 user reviews,4,2,6
1023650,0,1 user reviews,1,0,1
1023680,0,5 user reviews,2,3,5
1023690,7,Positive,17,1,18
1023700,7,Positive,18,3,21
1023710,0,4 user reviews,4,0,4
1023720,0,3 user reviews,3,0,3
1023740,8,Very Positive,79,16,95
1023750,0,4 user reviews,3,1,4
1023780,0,2 user reviews,2,0,2
1023802,7,Positive,11,1,12
1023860,0,3 user reviews,3,0,3
1023870,5,Mixed,12,14,26
1023930,6,Mostly Positive,9,3,12
1023960,0,1 user reviews,0,1,1
1023970,6,Mostly Positive,23,6,29
1023980,5,Mixed,12,18,30
1024010,8,Very Positive,106,18,124
1024080,0,6 user reviews,4,2,6
1024100,0,4 user reviews,4,0,4
1024110,6,Mostly Positive,31,12,43
1024150,0,2 user reviews,0,2,2
1024210,0,5 user reviews,4,1,5
1024220,0,2 user reviews,0,2,2
1024250,0,1 user reviews,0,1,1
1024380,6,Mostly Positive,558,158,716
1024400,0,9 user reviews,7,2,9
1024430,4,Mostly Negative,5,8,13
1024460,7,Positive,31,4,35
1024480,5,Mixed,60,45,105
1024490,0,2 user reviews,2,0,2
1024530,0,1 user reviews,1,0,1
1024540,0,3 user reviews,2,1,3
1024551,0,2 user reviews,2,0,2
1024570,0,3 user reviews,3,0,3
1024590,0,4 user reviews,3,1,4
1024600,0,5 user reviews,1,4,5
1024630,6,Mostly Positive,14,5,19
1024640,6,Mostly Positive,10,3,13
1024650,5,Mixed,100,73,173
1024660,7,Positive,34,6,40
1024670,6,Mostly Positive,11,3,14
1024690,0,1 user reviews,0,1,1
1024700,0,3 user reviews,1,2,3
1024701,6,Mostly Positive,7,3,10
1024702,7,Positive,15,2,17
1024703,0,9 user reviews,6,3,9
1024704,0,7 user reviews,1,6,7
1024730,0,2 user reviews,2,0,2
1024770,7,Positive,29,6,35
1024780,0,1 user reviews,0,1,1
1024800,0,3 user reviews,3,0,3
1024810,0,3 user reviews,3,0,3
1024860,0,2 user reviews,2,0,2
1024950,0,3 user reviews,2,1,3
1025000,0,4 user reviews,3,1,4
1025020,0,1 user reviews,1,0,1
1025070,0,3 user reviews,3,0,3
1025130,0,9 user reviews,9,0,9
1025140,8,Very Positive,82,7,89
1025160,0,2 user reviews,2,0,2
1025240,0,2 user reviews,2,0,2
1025250,7,Positive,18,3,21
1025270,0,1 user reviews,0,1,1
1025280,0,1 user reviews,1,0,1
1025290,0,1 user reviews,1,0,1
1025340,5,Mixed,17,8,25
1025360,0,1 user reviews,1,0,1
1025410,6,Mostly Positive,47,12,59
1025420,0,1 user reviews,1,0,1
1025430,0,1 user reviews,0,1,1
1025440,8,Very Positive,260,48,308
1025450,0,1 user reviews,0,1,1
1025460,0,7 user reviews,7,0,7
1025480,0,4 user reviews,4,0,4
1025510,0,2 user reviews,1,1,2
1025520,0,1 user reviews,1,0,1
1025530,0,4 user reviews,2,2,4
1025540,0,3 user reviews,2,1,3
1025550,0,2 user reviews,1,1,2
1025590,0,9 user reviews,8,1,9
1025600,8,Very Positive,595,116,711
1025650,0,1 user reviews,0,1,1
1025740,4,Mostly Negative,4,7,11
1025870,0,4 user reviews,0,4,4
1025890,0,1 user reviews,1,0,1
1025990,0,1 user reviews,1,0,1
1026010,0,3 user reviews,3,0,3
1026020,0,2 user reviews,2,0,2
1026060,0,1 user reviews,0,1,1
1026070,0,6 user reviews,5,1,6
1026080,0,4 user reviews,2,2,4
1026090,0,1 user reviews,1,0,1
1026130,7,Positive,27,2,29
1026160,8,Very Positive,47,8,55
1026171,0,2 user reviews,2,0,2
1026200,5,Mixed,16,9,25
1026210,0,1 user reviews,0,1,1
1026370,0,8 user reviews,8,0,8
1026380,7,Positive,10,2,12
1026390,0,6 user reviews,5,1,6
1026400,8,Very Positive,64,1,65
1026420,6,Mostly Positive,136,40,176
1026430,0,3 user reviews,3,0,3
1026560,0,2 user reviews,2,0,2
1026610,0,7 user reviews,7,0,7
1026670,0,3 user reviews,3,0,3
1026680,5,Mixed,580,343,923
1026740,0,3 user reviews,2,1,3
1026750,0,1 user reviews,1,0,1
1026770,0,4 user reviews,1,3,4
1026800,0,1 user reviews,1,0,1
1026820,0,4 user reviews,4,0,4
1026880,0,4 user reviews,4,0,4
