app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
392643,0,1 user reviews,1,0,1
392645,0,1 user reviews,1,0,1
392670,0,4 user reviews,4,0,4
392680,6,Mostly Positive,18,5,23
392690,0,1 user reviews,1,0,1
392730,0,4 user reviews,2,2,4
392760,0,2 user reviews,1,1,2
392780,0,9 user reviews,7,2,9
392790,6,Mostly Positive,13,4,17
392820,5,Mixed,11,13,24
392860,7,Positive,12,0,12
392880,0,1 user reviews,0,1,1
392890,0,7 user reviews,0,7,7
392900,0,4 user reviews,2,2,4
392920,5,Mixed,16,9,25
392930,5,Mixed,8,9,17
392940,5,Mixed,11,5,16
392950,8,Very Positive,76,10,86
392970,8,Very Positive,100,11,111
393010,9,Overwhelmingly Positive,1038,41,1079
393020,0,9 user reviews,7,2,9
393021,0,4 user reviews,2,2,4
393023,0,1 user reviews,1,0,1
393024,0,3 user reviews,0,3,3
393025,0,2 user reviews,0,2,2
393026,0,7 user reviews,5,2,7
393040,0,5 user reviews,2,3,5
393041,0,3 user reviews,1,2,3
393042,0,6 user reviews,1,5,6
393043,0,4 user reviews,3,1,4
393080,5,Mixed,674,556,1230
393150,5,Mixed,18,8,26
393170,0,4 user reviews,4,0,4
393190,8,Very Positive,119,7,126
393200,8,Very Positive,310,49,359
393220,7,Positive,21,2,23
393230,3,Negative,2,16,18
393240,5,Mixed,6,4,10
393290,4,Mostly Negative,3,7,10
393320,7,Positive,9,1,10
393330,0,5 user reviews,2,3,5
393340,0,4 user reviews,1,3,4
393350,6,Mostly Positive,16,6,22
393360,0,2 user reviews,1,1,2
393380,8,Very Positive,26109,2918,29027
393390,4,Mostly Negative,17,26,43
393410,0,2 user reviews,1,1,2
393420,5,Mixed,2910,1666,4576
393430,8,Very Positive,113,25,138
393460,4,Mostly Negative,4,7,11
393480,7,Positive,11,1,12
393500,0,1 user reviews,1,0,1
393510,0,3 user reviews,3,0,3
393520,8,Very Positive,1049,175,1224
393530,5,Mixed,14,7,21
393540,0,3 user reviews,1,2,3
393550,6,Mostly Positive,13,5,18
393560,0,4 user reviews,4,0,4
393600,0,6 user reviews,6,0,6
393610,6,Mostly Positive,54,22,76
393630,0,1 user reviews,1,0,1
393640,0,2 user reviews,2,0,2
393650,0,2 user reviews,2,0,2
393660,5,Mixed,7,6,13
393700,0,1 user reviews,0,1,1
393730,0,2 user reviews,1,1,2
393740,0,4 user reviews,2,2,4
393750,5,Mixed,72,36,108
393770,0,2 user reviews,2,0,2
393790,0,3 user reviews,3,0,3
393800,6,Mostly Positive,17,5,22
393820,3,Negative,3,19,22
393830,0,5 user reviews,2,3,5
393831,0,6 user reviews,5,1,6
393860,5,Mixed,6,6,12
393920,5,Mixed,65,69,134
393930,0,3 user reviews,0,3,3
393950,0,1 user reviews,1,0,1
393970,0,8 user reviews,6,2,8
393980,8,Very Positive,156,30,186
394000,0,2 user reviews,2,0,2
394010,0,6 user reviews,1,5,6
394030,7,Positive,20,1,21
394060,0,1 user reviews,0,1,1
394080,0,1 user reviews,1,0,1
394090,0,2 user reviews,2,0,2
394120,0,3 user reviews,1,2,3
394130,8,Very Positive,76,4,80
394140,6,Mostly Positive,17,5,22
394160,8,Very Positive,185,27,212
394220,8,Very Positive,60,14,74
394230,5,Mixed,1430,785,2215
394250,6,Mostly Positive,14,5,19
394260,0,6 user reviews,5,1,6
394270,0,6 user reviews,3,3,6
394280,5,Mixed,15,16,31
394290,7,Positive,20,1,21
394310,6,Mostly Positive,1607,664,2271
394320,5,Mixed,175,180,355
394321,4,Mostly Negative,17,29,46
394340,0,2 user reviews,2,0,2
394360,8,Very Positive,38159,3669,41828
394380,4,Mostly Negative,4,7,11
394390,7,Positive,11,2,13
394400,0,2 user reviews,0,2,2
394420,0,1 user reviews,0,1,1
394430,7,Positive,11,2,13
394450,5,Mixed,219,118,337
394480,0,1 user reviews,0,1,1
394490,4,Mostly Negative,11,25,36
394510,8,Very Positive,4653,444,5097
394540,6,Mostly Positive,131,45,176
394550,7,Positive,44,2,46
394560,0,1 user reviews,1,0,1
394561,0,1 user reviews,1,0,1
394600,6,Mostly Positive,89,29,118
394650,0,2 user reviews,1,1,2
394680,6,Mostly Positive,51,18,69
394690,8,Very Positive,4861,590,5451
394700,6,Mostly Positive,49,15,64
394750,0,1 user reviews,1,0,1
394760,6,Mostly Positive,564,205,769
394770,0,5 user reviews,0,5,5
394811,0,2 user reviews,1,1,2
394840,4,Mostly Negative,12,24,36
394850,6,Mostly Positive,68,19,87
394870,6,Mostly Positive,199,75,274
394890,0,5 user reviews,5,0,5
394900,6,Mostly Positive,7,3,10
394910,0,5 user reviews,1,4,5
394920,5,Mixed,12,8,20
394930,0,7 user reviews,3,4,7
394940,5,Mixed,9,5,14
394950,0,6 user reviews,6,0,6
394960,0,2 user reviews,2,0,2
394970,9,Overwhelmingly Positive,1840,92,1932
394990,0,1 user reviews,0,1,1
395020,0,3 user reviews,3,0,3
395050,0,4 user reviews,4,0,4
395100,0,4 user reviews,2,2,4
395140,7,Positive,10,0,10
395150,5,Mixed,6,8,14
395160,5,Mixed,72,65,137
395170,8,Very Positive,756,89,845
395180,8,Very Positive,881,211,1092
395190,0,7 user reviews,7,0,7
395200,6,Mostly Positive,505,147,652
395230,7,Positive,26,3,29
395231,7,Positive,9,1,10
395232,7,Positive,18,3,21
395233,7,Positive,22,2,24
395234,7,Positive,17,2,19
395235,7,Positive,16,1,17
395236,7,Positive,12,1,13
395237,7,Positive,11,1,12
395238,7,Positive,11,0,11
395239,7,Positive,21,4,25
395250,6,Mostly Positive,20,8,28
395260,7,Positive,14,1,15
395270,6,Mostly Positive,144,40,184
395310,0,2 user reviews,0,2,2
395350,5,Mixed,115,76,191
395380,5,Mixed,13,7,20
395400,5,Mixed,7,8,15
395410,0,6 user reviews,3,3,6
395420,6,Mostly Positive,49,18,67
395441,0,2 user reviews,2,0,2
395460,0,3 user reviews,2,1,3
395470,5,Mixed,18,13,31
395480,0,2 user reviews,2,0,2
395500,8,Very Positive,119,21,140
395520,7,Positive,26,6,32
395530,0,5 user reviews,5,0,5
395550,0,8 user reviews,7,1,8
395560,4,Mostly Negative,18,29,47
395570,5,Mixed,93,74,167
395580,0,4 user reviews,3,1,4
395600,6,Mostly Positive,36,14,50
395620,8,Very Positive,135,25,160
395640,0,2 user reviews,0,2,2
395700,0,1 user reviews,1,0,1
395760,6,Mostly Positive,42,14,56
395850,8,Very Positive,205,40,245
395860,6,Mostly Positive,63,23,86
395880,5,Mixed,6,4,10
395890,0,8 user reviews,6,2,8
395900,5,Mixed,42,30,72
395910,0,6 user reviews,2,4,6
395920,0,3 user reviews,3,0,3
395930,6,Mostly Positive,13,4,17
395940,0,2 user reviews,2,0,2
395950,0,4 user reviews,4,0,4
395960,0,4 user reviews,2,2,4
395990,7,Positive,12,1,13
396010,0,1 user reviews,1,0,1
396030,6,Mostly Positive,15,5,20
396060,0,6 user reviews,5,1,6
396090,6,Mostly Positive,106,43,149
396160,4,Mostly Negative,86,173,259
396170,7,Positive,11,2,13
396171,4,Mostly Negative,14,24,38
396172,5,Mixed,12,18,30
396173,0,7 user reviews,5,2,7
396230,8,Very Positive,118,29,147
396260,7,Positive,27,3,30
396280,7,Positive,17,3,20
396310,8,Very Positive,214,40,254
396320,6,Mostly Positive,10,3,13
396350,8,Very Positive,260,10,270
396360,5,Mixed,40,25,65
396434,0,1 user reviews,0,1,1
396435,0,1 user reviews,0,1,1
396440,0,1 user reviews,1,0,1
396450,0,5 user reviews,3,2,5
396460,0,3 user reviews,3,0,3
396480,6,Mostly Positive,344,96,440
396530,3,Negative,0,11,11
396560,6,Mostly Positive,44,18,62
396590,6,Mostly Positive,18,6,24
396610,0,2 user reviews,0,2,2
396640,8,Very Positive,157,22,179
396650,9,Overwhelmingly Positive,1069,45,1114
396660,5,Mixed,36,19,55
396680,5,Mixed,28,15,43
396690,0,3 user reviews,3,0,3
396700,0,6 user reviews,5,1,6
396710,8,Very Positive,296,23,319
396730,0,1 user reviews,0,1,1
396750,6,Mostly Positive,2904,763,3667
396760,0,1 user reviews,1,0,1
396790,6,Mostly Positive,201,76,277
396800,8,Very Positive,91,14,105
396810,0,3 user reviews,3,0,3
396820,0,6 user reviews,3,3,6
396830,5,Mixed,11,12,23
396850,4,Mostly Negative,9,16,25
396860,8,Very Positive,125,19,144
396870,5,Mixed,7,6,13
396890,8,Very Positive,133,24,157
396900,8,Very Positive,1232,170,1402
396920,0,9 user reviews,9,0,9
396930,0,8 user reviews,4,4,8
396940,0,8 user reviews,8,0,8
396990,7,Positive,11,0,11
397000,0,1 user reviews,1,0,1
397020,0,2 user reviews,1,1,2
397030,7,Positive,37,2,39
397060,8,Very Positive,455,81,536
397090,6,Mostly Positive,24,9,33
397100,7,Positive,10,1,11
397120,0,3 user reviews,1,2,3
397121,0,8 user reviews,5,3,8
397122,0,2 user reviews,1,1,2
397125,0,8 user reviews,6,2,8
397150,5,Mixed,104,66,170
397160,8,Very Positive,126,26,152
397180,6,Mostly Positive,18,6,24
397190,6,Mostly Positive,41,12,53
397200,5,Mixed,8,8,16
397210,5,Mixed,32,16,48
397220,0,1 user reviews,1,0,1
397240,0,8 user reviews,5,3,8
397270,8,Very Positive,275,30,305
397310,5,Mixed,39,18,57
397320,3,Negative,2,10,12
397330,8,Very Positive,66,12,78
397340,8,Very Positive,3967,343,4310
397350,9,Overwhelmingly Positive,478,22,500
397360,0,1 user reviews,0,1,1
397370,0,7 user reviews,6,1,7
397380,0,3 user reviews,3,0,3
397381,0,3 user reviews,3,0,3
397390,5,Mixed,114,53,167
397400,7,Positive,9,1,10
397420,5,Mixed,21,25,46
397430,8,Very Positive,471,30,501
397440,0,5 user reviews,4,1,5
397460,9,Overwhelmingly Positive,762,31,793
397500,5,Mixed,108,52,160
397540,8,Very Positive,15346,2873,18219
397550,7,Positive,9,1,10
397570,6,Mostly Positive,46,12,58
397580,4,Mostly Negative,6,11,17
397600,7,Positive,11,0,11
397640,0,6 user reviews,4,2,6
397660,6,Mostly Positive,7,3,10
397670,0,6 user reviews,1,5,6
397680,0,1 user reviews,1,0,1
397690,8,Very Positive,133,30,163
397700,0,3 user reviews,0,3,3
397720,0,3 user reviews,2,1,3
397740,9,Overwhelmingly Positive,1120,26,1146
397750,8,Very Positive,58,12,70
397760,0,2 user reviews,1,1,2
397770,5,Mixed,6,4,10
397780,6,Mostly Positive,77,20,97
397800,0,7 user reviews,1,6,7
397820,5,Mixed,11,13,24
397840,5,Mixed,20,12,32
397850,0,6 user reviews,6,0,6
397860,0,5 user reviews,4,1,5
397870,6,Mostly Positive,13,4,17
397900,0,1 user reviews,0,1,1
397910,0,4 user reviews,4,0,4
397920,0,1 user reviews,1,0,1
397930,0,6 user reviews,6,0,6
397940,5,Mixed,14,10,24
397950,8,Very Positive,4211,380,4591
397960,0,9 user reviews,7,2,9
397970,6,Mostly Positive,14,4,18
397990,0,5 user reviews,5,0,5
398000,8,Very Positive,142,0,142
398020,5,Mixed,8,9,17
398030,8,Very Positive,73,5,78
398070,6,Mostly Positive,14,4,18
398100,6,Mostly Positive,277,71,348
398110,0,5 user reviews,3,2,5
398120,4,Mostly Negative,10,20,30
398140,5,Mixed,8,10,18
398150,0,8 user reviews,6,2,8
398170,8,Very Positive,186,40,226
398180,5,Mixed,91,47,138
398210,3,Negative,1,16,17
398240,0,8 user reviews,6,2,8
398250,7,Positive,12,0,12
398260,0,3 user reviews,3,0,3
398310,0,1 user reviews,1,0,1
398450,0,4 user reviews,2,2,4
398460,6,Mostly Positive,13,4,17
398470,0,1 user reviews,0,1,1
398471,0,2 user reviews,1,1,2
398473,0,1 user reviews,0,1,1
398480,0,6 user reviews,2,4,6
398520,0,3 user reviews,3,0,3
398530,0,7 user reviews,4,3,7
398620,0,5 user reviews,5,0,5
398630,5,Mixed,8,5,13
398640,5,Mixed,33,41,74
398670,0,6 user reviews,3,3,6
398680,5,Mixed,9,5,14
398710,8,Very Positive,1263,115,1378
398810,6,Mostly Positive,81,21,102
398820,5,Mixed,6,4,10
398830,0,1 user reviews,0,1,1
398840,0,2 user reviews,0,2,2
398850,9,Overwhelmingly Positive,1503,70,1573
398860,0,1 user reviews,1,0,1
398890,0,1 user reviews,0,1,1
398900,0,1 user reviews,1,0,1
398911,7,Positive,18,1,19
398913,8,Very Positive,50,1,51
398915,6,Mostly Positive,18,5,23
398916,7,Positive,20,1,21
398917,7,Positive,12,0,12
398920,0,1 user reviews,1,0,1
398930,5,Mixed,11,7,18
398940,6,Mostly Positive,9,3,12
398950,0,1 user reviews,0,1,1
398960,7,Positive,11,0,11
398970,5,Mixed,5,6,11
398980,8,Very Positive,68,8,76
399000,0,1 user reviews,1,0,1
399020,0,1 user reviews,1,0,1
399021,0,1 user reviews,1,0,1
399040,7,Positive,36,7,43
399070,8,Very Positive,171,24,195
399090,0,2 user reviews,0,2,2
399120,5,Mixed,447,254,701
399130,5,Mixed,30,23,53
399140,7,Positive,27,5,32
399180,0,5 user reviews,2,3,5
399230,4,Mostly Negative,12,33,45
399240,0,7 user reviews,4,3,7
399260,0,6 user reviews,5,1,6
399270,0,5 user reviews,3,2,5
399420,0,4 user reviews,1,3,4
399430,5,Mixed,52,30,82
399520,0,2 user reviews,2,0,2
399530,0,3 user reviews,3,0,3
399550,0,1 user reviews,0,1,1
399600,7,Positive,25,3,28
399610,5,Mixed,12,6,18
399620,4,Mostly Negative,26,53,79
399640,8,Very Positive,245,19,264
399660,0,1 user reviews,1,0,1
399670,8,Very Positive,1454,226,1680
399720,7,Positive,39,2,41
399730,8,Very Positive,182,19,201
399780,8,Very Positive,69,3,72
399790,4,Mostly Negative,104,227,331
399810,6,Mostly Positive,1671,630,2301
399820,8,Very Positive,486,101,587
399830,0,3 user reviews,3,0,3
399831,0,5 user reviews,5,0,5
399833,0,5 user reviews,5,0,5
399834,0,4 user reviews,4,0,4
399835,0,1 user reviews,1,0,1
399860,0,4 user reviews,4,0,4
399870,0,1 user reviews,0,1,1
399880,0,5 user reviews,5,0,5
399890,8,Very Positive,62,15,77
399900,0,5 user reviews,2,3,5
399910,7,Positive,9,1,10
399920,0,6 user reviews,5,1,6
399940,0,1 user reviews,0,1,1
400020,8,Very Positive,291,58,349
400030,0,4 user reviews,0,4,4
400040,7,Positive,9,1,10
400080,8,Very Positive,193,34,227
400110,8,Very Positive,171,42,213
400130,0,8 user reviews,7,1,8
400160,8,Very Positive,190,19,209
400170,6,Mostly Positive,370,148,518
400180,6,Mostly Positive,109,40,149
400200,4,Mostly Negative,18,29,47
400220,7,Positive,8,2,10
400230,0,2 user reviews,1,1,2
400240,5,Mixed,151,68,219
400250,5,Mixed,106,89,195
400280,0,9 user reviews,7,2,9
400330,0,4 user reviews,1,3,4
400350,6,Mostly Positive,19,7,26
400360,5,Mixed,34,23,57
400370,7,Positive,27,3,30
400380,0,8 user reviews,5,3,8
400400,7,Positive,14,0,14
400410,0,3 user reviews,3,0,3
400420,0,1 user reviews,1,0,1
400430,8,Very Positive,192,36,228
400450,8,Very Positive,185,39,224
400470,5,Mixed,43,20,63
400490,8,Very Positive,59,13,72
400500,4,Mostly Negative,8,13,21
400510,5,Mixed,47,49,96
400551,6,Mostly Positive,222,61,283
400570,0,1 user reviews,1,0,1
400580,8,Very Positive,152,18,170
400600,0,2 user reviews,2,0,2
400630,8,Very Positive,695,43,738
400650,0,3 user reviews,2,1,3
400660,8,Very Positive,242,31,273
400710,7,Positive,10,1,11
400720,0,3 user reviews,2,1,3
400721,0,4 user reviews,4,0,4
400740,2,Very Negative,10,46,56
400760,8,Very Positive,61,13,74
400780,0,3 user reviews,2,1,3
400790,8,Very Positive,100,8,108
400800,5,Mixed,117,54,171
400820,0,2 user reviews,0,2,2
400840,0,5 user reviews,4,1,5
400841,0,4 user reviews,4,0,4
400842,7,Positive,12,1,13
400880,4,Mostly Negative,4,13,17
400890,0,5 user reviews,4,1,5
400892,0,3 user reviews,3,0,3
400893,0,2 user reviews,2,0,2
400894,0,1 user reviews,1,0,1
400896,0,3 user reviews,2,1,3
400899,0,1 user reviews,1,0,1
400909,0,1 user reviews,1,0,1
400910,9,Overwhelmingly Positive,1669,49,1718
400922,0,1 user reviews,1,0,1
400940,6,Mostly Positive,711,198,909
400962,0,1 user reviews,1,0,1
400988,0,1 user reviews,1,0,1
400998,0,1 user reviews,1,0,1
400999,0,5 user reviews,2,3,5
401008,0,2 user reviews,0,2,2
401014,0,1 user reviews,1,0,1
401024,0,1 user reviews,1,0,1
401063,0,1 user reviews,1,0,1
401080,0,1 user reviews,0,1,1
401090,6,Mostly Positive,58,22,80
401120,7,Positive,21,4,25
401170,0,2 user reviews,1,1,2
401190,5,Mixed,954,476,1430
401200,0,5 user reviews,5,0,5
401210,0,2 user reviews,1,1,2
401250,5,Mixed,17,16,33
401270,0,5 user reviews,5,0,5
401280,7,Positive,15,1,16
401290,7,Positive,29,3,32
401310,0,3 user reviews,1,2,3
401320,5,Mixed,14,8,22
401330,5,Mixed,6,7,13
401360,6,Mostly Positive,146,53,199
401420,0,1 user reviews,0,1,1
401430,0,2 user reviews,0,2,2
401510,0,5 user reviews,5,0,5
401550,0,6 user reviews,5,1,6
401560,0,6 user reviews,3,3,6
401590,0,4 user reviews,4,0,4
401626,0,6 user reviews,5,1,6
401635,8,Very Positive,71,9,80
401640,0,6 user reviews,6,0,6
401650,5,Mixed,164,163,327
401660,7,Positive,25,2,27
401680,8,Very Positive,863,67,930
401690,5,Mixed,92,61,153
401710,6,Mostly Positive,256,109,365
401760,6,Mostly Positive,27,10,37
401780,0,8 user reviews,3,5,8
401800,6,Mostly Positive,14,5,19
401810,8,Very Positive,251,19,270
401820,5,Mixed,51,23,74
401840,7,Positive,14,2,16
401890,5,Mixed,51,29,80
401910,7,Positive,31,4,35
401920,8,Very Positive,3072,259,3331
401970,0,2 user reviews,1,1,2
401990,0,5 user reviews,5,0,5
402020,6,Mostly Positive,1037,401,1438
402030,6,Mostly Positive,9,3,12
402040,6,Mostly Positive,182,69,251
402060,6,Mostly Positive,74,27,101
402120,8,Very Positive,180,35,215
402130,5,Mixed,122,143,265
402150,5,Mixed,15,9,24
402160,5,Mixed,96,103,199
402170,4,Mostly Negative,6,13,19
402180,8,Very Positive,922,170,1092
402190,4,Mostly Negative,3,10,13
402210,7,Positive,36,6,42
402220,6,Mostly Positive,21,6,27
402260,8,Very Positive,273,65,338
402290,7,Positive,21,5,26
402300,5,Mixed,22,14,36
402310,6,Mostly Positive,150,48,198
402330,8,Very Positive,768,94,862
402340,7,Positive,19,2,21
402350,0,3 user reviews,3,0,3
402390,0,8 user reviews,6,2,8
402430,8,Very Positive,345,22,367
402460,4,Mostly Negative,4,11,15
402530,8,Very Positive,234,16,250
402560,6,Mostly Positive,54,23,77
402570,8,Very Positive,732,62,794
402590,0,6 user reviews,4,2,6
402601,0,1 user reviews,1,0,1
402620,8,Very Positive,448,11,459
402630,8,Very Positive,54,5,59
402640,0,1 user reviews,1,0,1
402660,0,8 user reviews,8,0,8
402670,0,3 user reviews,2,1,3
402680,0,1 user reviews,1,0,1
402690,0,1 user reviews,1,0,1
402700,0,9 user reviews,7,2,9
402710,5,Mixed,3355,2237,5592
402730,0,6 user reviews,1,5,6
402750,5,Mixed,78,41,119
402800,5,Mixed,18,23,41
402840,6,Mostly Positive,18,6,24
402850,5,Mixed,18,8,26
402880,6,Mostly Positive,225,71,296
402890,0,2 user reviews,2,0,2
402910,0,2 user reviews,1,1,2
402940,0,4 user reviews,4,0,4
402970,0,1 user reviews,1,0,1
402980,4,Mostly Negative,3,8,11
402990,0,6 user reviews,5,1,6
403010,0,7 user reviews,4,3,7
403030,0,2 user reviews,2,0,2
403040,0,8 user reviews,5,3,8
403050,0,1 user reviews,1,0,1
403051,0,5 user reviews,5,0,5
403052,0,2 user reviews,2,0,2
403060,0,1 user reviews,1,0,1
403061,0,4 user reviews,3,1,4
403062,0,1 user reviews,0,1,1
403063,0,7 user reviews,7,0,7
403070,7,Positive,29,5,34
403090,7,Positive,12,0,12
403100,7,Positive,10,2,12
403120,6,Mostly Positive,548,226,774
403150,6,Mostly Positive,51,21,72
403151,7,Positive,12,2,14
403152,0,9 user reviews,9,0,9
403153,7,Positive,22,2,24
403170,0,2 user reviews,2,0,2
403180,8,Very Positive,155,33,188
403190,6,Mostly Positive,3003,958,3961
403200,4,Mostly Negative,4,16,20
403220,0,6 user reviews,6,0,6
403230,0,3 user reviews,2,1,3
403270,7,Positive,15,0,15
403290,6,Mostly Positive,69,18,87
403300,0,2 user reviews,2,0,2
403350,0,5 user reviews,5,0,5
403351,0,4 user reviews,4,0,4
403390,4,Mostly Negative,4,7,11
403400,8,Very Positive,120,18,138
403410,8,Very Positive,71,14,85
403430,8,Very Positive,255,35,290
403440,4,Mostly Negative,3,7,10
403454,0,1 user reviews,1,0,1
403455,0,1 user reviews,1,0,1
403456,0,2 user reviews,1,1,2
403457,0,1 user reviews,1,0,1
403460,0,2 user reviews,1,1,2
403470,0,3 user reviews,2,1,3
403490,0,7 user reviews,4,3,7
403500,0,4 user reviews,4,0,4
403510,6,Mostly Positive,38,13,51
403560,4,Mostly Negative,40,106,146
403590,4,Mostly Negative,46,109,155
403640,8,Very Positive,8408,1769,10177
403660,5,Mixed,9,13,22
403670,5,Mixed,21,12,33
403680,0,6 user reviews,3,3,6
403690,0,1 user reviews,1,0,1
403700,8,Very Positive,190,31,221
403740,5,Mixed,41,28,69
403780,6,Mostly Positive,10,3,13
403810,0,4 user reviews,3,1,4
403830,8,Very Positive,189,10,199
403840,0,8 user reviews,7,1,8
403850,5,Mixed,5,7,12
403860,4,Mostly Negative,15,35,50
403870,7,Positive,20,5,25
403880,5,Mixed,15,21,36
403890,0,2 user reviews,1,1,2
403900,5,Mixed,38,45,83
403910,0,3 user reviews,2,1,3
403940,5,Mixed,75,42,117
403950,8,Very Positive,309,31,340
403970,6,Mostly Positive,243,98,341
403980,2,Very Negative,11,66,77
403990,0,3 user reviews,3,0,3
404010,5,Mixed,219,315,534
404011,5,Mixed,559,800,1359
404012,5,Mixed,472,305,777
404013,8,Very Positive,288,57,345
404014,8,Very Positive,236,29,265
404015,0,8 user reviews,8,0,8
404030,7,Positive,21,3,24
404040,8,Very Positive,188,16,204
404050,5,Mixed,58,28,86
404070,5,Mixed,9,6,15
404080,5,Mixed,70,81,151
404100,6,Mostly Positive,23,6,29
404170,8,Very Positive,48,4,52
404180,6,Mostly Positive,31,8,39
404200,6,Mostly Positive,179,50,229
404211,0,5 user reviews,5,0,5
404212,0,2 user reviews,2,0,2
404213,0,1 user reviews,1,0,1
404214,0,1 user reviews,1,0,1
404215,0,1 user reviews,1,0,1
404216,0,2 user reviews,2,0,2
404217,0,1 user reviews,1,0,1
404218,0,1 user reviews,1,0,1
404230,3,Negative,2,9,11
404240,0,4 user reviews,1,3,4
404250,7,Positive,30,2,32
404270,7,Positive,16,1,17
404280,6,Mostly Positive,17,5,22
404281,0,8 user reviews,7,1,8
404282,0,6 user reviews,6,0,6
404283,0,5 user reviews,4,1,5
404284,0,5 user reviews,5,0,5
404290,0,3 user reviews,1,2,3
404300,0,3 user reviews,2,1,3
404390,0,6 user reviews,6,0,6
404400,7,Positive,8,2,10
404410,8,Very Positive,67,5,72
404420,0,9 user reviews,6,3,9
404430,8,Very Positive,94,4,98
404450,0,2 user reviews,2,0,2
404460,0,7 user reviews,7,0,7
404480,7,Positive,10,0,10
404510,6,Mostly Positive,20,6,26
404530,8,Very Positive,268,45,313
404540,8,Very Positive,622,60,682
404550,5,Mixed,42,20,62
404570,7,Positive,12,1,13
404580,0,1 user reviews,0,1,1
404590,5,Mixed,425,258,683
404620,6,Mostly Positive,444,128,572
404630,0,8 user reviews,3,5,8
404640,4,Mostly Negative,12,39,51
404660,0,6 user reviews,4,2,6
404670,0,1 user reviews,1,0,1
404680,8,Very Positive,1160,130,1290
404690,8,Very Positive,92,20,112
404700,7,Positive,38,6,44
404730,8,Very Positive,462,60,522
404750,0,2 user reviews,1,1,2
404770,5,Mixed,76,46,122
404790,7,Positive,9,1,10
404800,0,1 user reviews,1,0,1
404820,8,Very Positive,86,9,95
404840,0,8 user reviews,8,0,8
404850,0,5 user reviews,5,0,5
404860,5,Mixed,8,5,13
404890,5,Mixed,6,4,10
404920,4,Mostly Negative,28,43,71
404930,0,1 user reviews,1,0,1
404960,6,Mostly Positive,29,9,38
404980,0,1 user reviews,1,0,1
404981,0,3 user reviews,3,0,3
404982,0,3 user reviews,2,1,3
405000,6,Mostly Positive,36,10,46
405010,6,Mostly Positive,22,9,31
405032,7,Positive,14,3,17
405050,4,Mostly Negative,4,7,11
405070,0,4 user reviews,1,3,4
405080,5,Mixed,57,42,99
405130,7,Positive,26,6,32
405170,8,Very Positive,582,68,650
405180,8,Very Positive,84,17,101
405190,0,6 user reviews,1,5,6
405220,0,1 user reviews,0,1,1
405240,5,Mixed,8,7,15
405290,8,Very Positive,313,22,335
405310,6,Mostly Positive,598,184,782
405340,5,Mixed,11,9,20
405360,5,Mixed,19,19,38
405370,5,Mixed,154,92,246
405430,8,Very Positive,42,9,51
405440,0,5 user reviews,3,2,5
405450,0,2 user reviews,2,0,2
405460,0,1 user reviews,1,0,1
405470,0,9 user reviews,5,4,9
405480,0,6 user reviews,3,3,6
405500,6,Mostly Positive,84,28,112
405515,0,3 user reviews,3,0,3
405520,0,5 user reviews,3,2,5
405530,0,4 user reviews,4,0,4
405540,6,Mostly Positive,24,10,34
405550,7,Positive,22,4,26
405590,0,5 user reviews,5,0,5
405610,5,Mixed,43,61,104
405640,8,Very Positive,4748,251,4999
405650,6,Mostly Positive,31,12,43
405670,6,Mostly Positive,26,11,37
405700,0,1 user reviews,1,0,1
405710,6,Mostly Positive,922,247,1169
405720,7,Positive,10,0,10
405730,0,7 user reviews,2,5,7
405760,5,Mixed,6,4,10
405780,6,Mostly Positive,99,31,130
405810,0,5 user reviews,1,4,5
405820,9,Overwhelmingly Positive,1453,70,1523
405830,8,Very Positive,918,56,974
405860,0,4 user reviews,4,0,4
405900,8,Very Positive,1559,177,1736
405920,5,Mixed,13,6,19
405950,8,Very Positive,51,4,55
405960,5,Mixed,10,15,25
405970,6,Mostly Positive,19,8,27
406020,7,Positive,10,0,10
406030,0,1 user reviews,0,1,1
406040,0,2 user reviews,1,1,2
406050,0,1 user reviews,1,0,1
406071,0,3 user reviews,3,0,3
406072,0,1 user reviews,0,1,1
406073,0,3 user reviews,2,1,3
406077,0,1 user reviews,1,0,1
406080,5,Mixed,67,53,120
406090,0,5 user reviews,2,3,5
406110,6,Mostly Positive,15,4,19
406120,0,4 user reviews,3,1,4
406130,8,Very Positive,198,46,244
406140,0,3 user reviews,3,0,3
406150,9,Overwhelmingly Positive,6344,297,6641
406170,5,Mixed,47,42,89
406190,0,3 user reviews,2,1,3
406210,8,Very Positive,113,7,120
406220,7,Positive,35,6,41
406260,0,7 user reviews,6,1,7
406280,5,Mixed,11,14,25
406290,8,Very Positive,731,108,839
406300,0,5 user reviews,4,1,5
406310,5,Mixed,16,13,29
406350,8,Very Positive,445,85,530
406400,0,3 user reviews,2,1,3
406410,4,Mostly Negative,5,9,14
406421,0,1 user reviews,1,0,1
406440,0,3 user reviews,3,0,3
406460,0,5 user reviews,5,0,5
406470,0,3 user reviews,3,0,3
406520,0,4 user reviews,4,0,4
406521,0,3 user reviews,3,0,3
406540,8,Very Positive,78,7,85
406550,8,Very Positive,412,14,426
406560,5,Mixed,67,45,112
406580,5,Mixed,33,21,54
406590,8,Very Positive,71,17,88
406600,8,Very Positive,57,7,64
406610,4,Mostly Negative,7,16,23
406620,4,Mostly Negative,8,14,22
406650,6,Mostly Positive,38,11,49
406670,6,Mostly Positive,7,3,10
